Code,Region/Country/Area,Year,Series,Value
4,Afghanistan,1995,GDP in current prices (millions of US dollars),2757.0
8,Albania,1995,GDP in current prices (millions of US dollars),2393.0
12,Algeria,1995,GDP in current prices (millions of US dollars),41971.0
20,Andorra,1995,GDP in current prices (millions of US dollars),1491.0
24,Angola,1995,GDP in current prices (millions of US dollars),6642.0
660,Anguilla,1995,GDP in current prices (millions of US dollars),104.0
28,Antigua and Barbuda,1995,GDP in current prices (millions of US dollars),577.0
32,Argentina,1995,GDP in current prices (millions of US dollars),279701.0
51,Armenia,1995,GDP in current prices (millions of US dollars),1372.0
533,Aruba,1995,GDP in current prices (millions of US dollars),1384.0
36,Australia,1995,GDP in current prices (millions of US dollars),392080.0
40,Austria,1995,GDP in current prices (millions of US dollars),241054.0
31,Azerbaijan,1995,GDP in current prices (millions of US dollars),3081.0
44,Bahamas,1995,GDP in current prices (millions of US dollars),5165.0
48,Bahrain,1995,GDP in current prices (millions of US dollars),6787.0
50,Bangladesh,1995,GDP in current prices (millions of US dollars),37866.0
52,Barbados,1995,GDP in current prices (millions of US dollars),2297.0
112,Belarus,1995,GDP in current prices (millions of US dollars),14324.0
56,Belgium,1995,GDP in current prices (millions of US dollars),288029.0
84,Belize,1995,GDP in current prices (millions of US dollars),819.0
204,Benin,1995,GDP in current prices (millions of US dollars),2345.0
60,Bermuda,1995,GDP in current prices (millions of US dollars),2557.0
64,Bhutan,1995,GDP in current prices (millions of US dollars),289.0
68,Bolivia (Plurin. State of),1995,GDP in current prices (millions of US dollars),6715.0
70,Bosnia and Herzegovina,1995,GDP in current prices (millions of US dollars),1989.0
72,Botswana,1995,GDP in current prices (millions of US dollars),4731.0
76,Brazil,1995,GDP in current prices (millions of US dollars),781736.0
92,British Virgin Islands,1995,GDP in current prices (millions of US dollars),453.0
96,Brunei Darussalam,1995,GDP in current prices (millions of US dollars),5245.0
100,Bulgaria,1995,GDP in current prices (millions of US dollars),18992.0
854,Burkina Faso,1995,GDP in current prices (millions of US dollars),2704.0
108,Burundi,1995,GDP in current prices (millions of US dollars),1000.0
132,Cabo Verde,1995,GDP in current prices (millions of US dollars),558.0
116,Cambodia,1995,GDP in current prices (millions of US dollars),3309.0
120,Cameroon,1995,GDP in current prices (millions of US dollars),10865.0
124,Canada,1995,GDP in current prices (millions of US dollars),605943.0
136,Cayman Islands,1995,GDP in current prices (millions of US dollars),1709.0
140,Central African Republic,1995,GDP in current prices (millions of US dollars),1167.0
148,Chad,1995,GDP in current prices (millions of US dollars),1643.0
152,Chile,1995,GDP in current prices (millions of US dollars),75099.0
156,China,1995,GDP in current prices (millions of US dollars),734485.0
344,"China, Hong Kong SAR",1995,GDP in current prices (millions of US dollars),144652.0
446,"China, Macao SAR",1995,GDP in current prices (millions of US dollars),7046.0
170,Colombia,1995,GDP in current prices (millions of US dollars),109580.0
174,Comoros,1995,GDP in current prices (millions of US dollars),483.0
178,Congo,1995,GDP in current prices (millions of US dollars),2457.0
184,Cook Islands,1995,GDP in current prices (millions of US dollars),116.0
188,Costa Rica,1995,GDP in current prices (millions of US dollars),11572.0
384,C魌e d扞voire,1995,GDP in current prices (millions of US dollars),11105.0
191,Croatia,1995,GDP in current prices (millions of US dollars),22644.0
192,Cuba,1995,GDP in current prices (millions of US dollars),30428.0
531,Cura鏰o,1995,GDP in current prices (millions of US dollars),0.0
196,Cyprus,1995,GDP in current prices (millions of US dollars),9933.0
203,Czechia,1995,GDP in current prices (millions of US dollars),60146.0
408,Dem. People's Rep. Korea,1995,GDP in current prices (millions of US dollars),4849.0
180,Dem. Rep. of the Congo,1995,GDP in current prices (millions of US dollars),8947.0
208,Denmark,1995,GDP in current prices (millions of US dollars),185008.0
262,Djibouti,1995,GDP in current prices (millions of US dollars),510.0
212,Dominica,1995,GDP in current prices (millions of US dollars),275.0
214,Dominican Republic,1995,GDP in current prices (millions of US dollars),15747.0
218,Ecuador,1995,GDP in current prices (millions of US dollars),24421.0
818,Egypt,1995,GDP in current prices (millions of US dollars),65758.0
222,El Salvador,1995,GDP in current prices (millions of US dollars),8922.0
226,Equatorial Guinea,1995,GDP in current prices (millions of US dollars),215.0
232,Eritrea,1995,GDP in current prices (millions of US dollars),640.0
233,Estonia,1995,GDP in current prices (millions of US dollars),4476.0
748,Eswatini,1995,GDP in current prices (millions of US dollars),1902.0
