Code,Region/Country/Area,Year,Series,Value
4,Afghanistan,2010,GDP in current prices (millions of US dollars),14699.0
8,Albania,2010,GDP in current prices (millions of US dollars),11927.0
12,Algeria,2010,GDP in current prices (millions of US dollars),161207.0
20,Andorra,2010,GDP in current prices (millions of US dollars),3447.0
24,Angola,2010,GDP in current prices (millions of US dollars),83799.0
660,Anguilla,2010,GDP in current prices (millions of US dollars),270.0
28,Antigua and Barbuda,2010,GDP in current prices (millions of US dollars),1149.0
32,Argentina,2010,GDP in current prices (millions of US dollars),426487.0
51,Armenia,2010,GDP in current prices (millions of US dollars),9875.0
533,Aruba,2010,GDP in current prices (millions of US dollars),2454.0
36,Australia,2010,GDP in current prices (millions of US dollars),1301097.0
40,Austria,2010,GDP in current prices (millions of US dollars),391893.0
31,Azerbaijan,2010,GDP in current prices (millions of US dollars),52906.0
44,Bahamas,2010,GDP in current prices (millions of US dollars),10096.0
48,Bahrain,2010,GDP in current prices (millions of US dollars),25713.0
50,Bangladesh,2010,GDP in current prices (millions of US dollars),123085.0
52,Barbados,2010,GDP in current prices (millions of US dollars),4530.0
112,Belarus,2010,GDP in current prices (millions of US dollars),57232.0
56,Belgium,2010,GDP in current prices (millions of US dollars),480952.0
84,Belize,2010,GDP in current prices (millions of US dollars),1739.0
204,Benin,2010,GDP in current prices (millions of US dollars),9526.0
60,Bermuda,2010,GDP in current prices (millions of US dollars),6635.0
64,Bhutan,2010,GDP in current prices (millions of US dollars),1548.0
68,Bolivia (Plurin. State of),2010,GDP in current prices (millions of US dollars),19650.0
70,Bosnia and Herzegovina,2010,GDP in current prices (millions of US dollars),17176.0
72,Botswana,2010,GDP in current prices (millions of US dollars),12637.0
76,Brazil,2010,GDP in current prices (millions of US dollars),2208838.0
92,British Virgin Islands,2010,GDP in current prices (millions of US dollars),1114.0
96,Brunei Darussalam,2010,GDP in current prices (millions of US dollars),13707.0
100,Bulgaria,2010,GDP in current prices (millions of US dollars),50682.0
854,Burkina Faso,2010,GDP in current prices (millions of US dollars),10100.0
108,Burundi,2010,GDP in current prices (millions of US dollars),2032.0
132,Cabo Verde,2010,GDP in current prices (millions of US dollars),1664.0
116,Cambodia,2010,GDP in current prices (millions of US dollars),11242.0
120,Cameroon,2010,GDP in current prices (millions of US dollars),27481.0
124,Canada,2010,GDP in current prices (millions of US dollars),1617267.0
136,Cayman Islands,2010,GDP in current prices (millions of US dollars),4157.0
140,Central African Republic,2010,GDP in current prices (millions of US dollars),2141.0
148,Chad,2010,GDP in current prices (millions of US dollars),12176.0
152,Chile,2010,GDP in current prices (millions of US dollars),218538.0
156,China,2010,GDP in current prices (millions of US dollars),6087188.0
344,"China, Hong Kong SAR",2010,GDP in current prices (millions of US dollars),228639.0
446,"China, Macao SAR",2010,GDP in current prices (millions of US dollars),28242.0
170,Colombia,2010,GDP in current prices (millions of US dollars),286563.0
174,Comoros,2010,GDP in current prices (millions of US dollars),907.0
178,Congo,2010,GDP in current prices (millions of US dollars),13136.0
184,Cook Islands,2010,GDP in current prices (millions of US dollars),241.0
188,Costa Rica,2010,GDP in current prices (millions of US dollars),37659.0
384,C魌e d扞voire,2010,GDP in current prices (millions of US dollars),26264.0
191,Croatia,2010,GDP in current prices (millions of US dollars),60672.0
192,Cuba,2010,GDP in current prices (millions of US dollars),64328.0
531,Cura鏰o,2010,GDP in current prices (millions of US dollars),2951.0
